"ID";"w1_q1";"w1_q2";"w1_q3";"w1_q3_txt";"w1_q4x1";"w1_q4x2";"w1_q4x3";"w1_q4x4";"w1_q4x5";"w1_q4x6";"w1_q4x7";"w1_q4x8";"w1_q5x1";"w1_q5x2";"w1_q5x3";"w1_q5x4";"w1_q17x1";"w1_q17x2";"w1_q17x3";"w1_q17x4";"w1_q17x5";"w1_q17x6";"w1_q18x1";"w1_q18x2";"w1_q18x3";"w1_q18x4";"w1_q18x5";"w1_q18x6";"w1_q19";"w1_q20";"w1_q21";"w1_q52x1";"w1_q52x2";"w1_q52x3";"w1_q52x4";"w1_q52x5";"w1_q53x1";"w1_q53x2";"w1_q53x3";"w1_q53x4";"w1_q53x5";"w1_q56";"w1_q64";"w1_q73";"w1_q74";"w3_q1";"w3_q2";"w3_q3";"w3_q4";"w3_q5";"w3_q6";"w3_q7";"w3_q8";"w3_q9x1";"w3_q9x2";"w3_q9x3";"w3_q9x4";"w3_q9x5";"w3_q9x6";"w3_q9x6_txt";"w3_q9x7";"w3_q10";"w3_q11";"w3_q12";"w3_q13";"w3_q14";"w3_q15";"w3_q16";"w3_q17";"w3_q18";"w3_q19";"w3_q20";"w3_q21";"w3_q22";"w3_q23";"w3_q24";"w3_q25";"w3_q31";"w3_q32";"w3_q35";"w3_q36";"PE_w3_pe_emissions";"PE_w3_pe_timer_submit";"PE_w3_pe_click_count";"PE_w3_pe_change";"PE_w3_q59";"PE_w3_q60";"PE_w3_q61"
45;1966;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"disagree strongly";"agree";"agree";"neither agree nor disagree";"agree";"agree";"agree";"agree";"7";"good";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"10000";14000;"1 day per week";10;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";2;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"semi-detached house / terraced house";"built / refurbished between 1980 and 2010";1;80;"heating oil";"no";"very worried";"6";"7";"3";21.21;142.098;34;"emissions have changed";NA;"8";"6"
46;1962;"female";"university of applied sciences, university of education";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"neither agree nor disagree";"neither agree nor disagree";"disagree";"agree";"neither agree nor disagree";"disagree";"disagree strongly";"disagree";"8";"good";"8001 to 10000 chf";"10001 to 12000 chf";"yes";"i own a car";"petrol (gas) engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"70000";15000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";2;2;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";2;120;"natural gas";"no";"somewhat worried";"7";"3";"1";46.89;49.01;18;"no change to emissions";"no";"5";"7"
47;1967;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;2;15;NA;3;3;NA;NA;NA;NA;NA;NA;NA;"1 day";NA;"yes, 4 days per week";"strongly agree";"neither agree nor disagree";"neither agree nor disagree";"agree";"agree";"disagree";"neither agree nor disagree";"agree";"neither agree nor disagree";"disagree";"0 (left)";"good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"48000";12000;"4 days per week";50;NA;NA;"selected";NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;0;2;"several times a month";50;100;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";2;120;"heating oil";"no";"very worried";"7";"7";"3";42.82;105.043;52;"emissions have changed";"yes";"7";"3"
48;1950;"male";"university / eth";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"strongly agree";"strongly agree";"disagree";"neither agree nor disagree";"disagree";"3";"good";"12001 to 14000 chf";"14001 to 16000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"4000";18000;"1 day per week";50;"selected";NA;NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";40;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";5;260;"district heating";"yes";"very worried";"8";"completely confident 10";"8";6.99;62.033;2;"emissions have changed";NA;"7";"3"
51;1971;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"no, i do not have the possibility to work at home";"agree";"strongly agree";"agree";"neither agree nor disagree";"disagree";"agree";"agree";"neither agree nor disagree";"neither agree nor disagree";"disagree";"4";"good";"6001 to 8000 chf";"14001 to 16000 chf";"yes";"i have a company car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;15000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;4;1;"rarely";0;15;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";4;180;"heating pump";"yes";"very worried";"9";"2";"2";25.12;216.119;37;"emissions have changed";NA;"not at all expensive 0";"2"
52;1963;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"agree";"agree";"neither agree nor disagree";"neither agree nor disagree";"agree";"agree";"disagree";"disagree";"5";"fair";"8001 to 10000 chf";"8001 to 10000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"30000";10000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"at least once a month";1;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";1;150;"wood or wood pellets";"no";"very worried";"7";"6";"5";4.5;101.225;16;"emissions have changed";NA;"6";"7"
55;1967;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 1 days per week";"neither agree nor disagree";"strongly agree";"disagree";"strongly agree";"disagree";"agree";"agree";"agree";"agree";"neither agree nor disagree";"3";"fair";"8001 to 10000 chf";"8001 to 10000 chf";"yes";"someone in my household owns a car that i can use when necessary";"electric motor (solely electric battery powered)";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";NA;5000;"2 days per week";240;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";2;160;"heating oil";"no";"extremely worried";"8";"completely confident 10";"8";66.71;47.755;9;"emissions have changed";NA;"9";"not at all difficult 0"
56;1958;"male";"university / eth";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"yes, 1 days per week";"strongly agree";"strongly agree";"agree";"agree";"agree";"neither agree nor disagree";"strongly agree";"agree";"agree";"agree";"4";"good";"6001 to 8000 chf";"12001 to 14000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"6000";20000;"1 day per week";200;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;2;0;"rarely";0;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";2;150;"heating pump";"yes";"very worried";"7";"6";"3";15.87;192.309;22;"emissions have changed";NA;"8";"5"
59;1965;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;8;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6 days";NA;"no, i do not have the possibility to work at home";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";NA;"disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"disagree strongly";NA;"3";"good";NA;"under 2000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"40000";9000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a month";50;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";2;86;NA;"no";"somewhat worried";"6";"3";"3";13.52;15.736;1;"no change to emissions";"no";NA;NA
61;1952;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"agree";"agree";"agree";"agree";"strongly agree";"strongly agree";"strongly agree";"neither agree nor disagree";"strongly agree";"4";"good";"8001 to 10000 chf";"12001 to 14000 chf";"no";NA;NA;NA;NA;NA;"7 days per week";20;"selected";NA;NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished before 1980 (old)";2;120;"natural gas";"no";"very worried";"7";"7";"3";37.92;64.262;11;"emissions have changed";NA;"6";"3"
62;1965;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;NA;NA;0.5;NA;NA;NA;NA;NA;NA;NA;"1 day";NA;"no, i do not have the possibility to work at home";"disagree strongly";"disagree strongly";"disagree strongly";"strongly agree";"agree";"disagree";"disagree";"disagree";"disagree strongly";"agree";"7";"good";"8001 to 10000 chf";"12001 to 14000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"14000";20000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";0;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";4;128;"natural gas";"yes";"not very worried";"5";"3";"not at all confident 0";19.54;144.898;30;"emissions have changed";"no";"5";"5"
64;1959;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"yes, 2 days per week";"agree";"neither agree nor disagree";"disagree";"disagree";"agree";"disagree";"agree";"agree";"disagree";"agree";"5";"good";"8001 to 10000 chf";"10001 to 12000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"16000";5000;"3 days per week";150;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";1;1;1;"several times a week";60;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";2;110;"heating pump";"no";"somewhat worried";"3";"5";"2";15.07;147.715;9;"emissions have changed";"no";"5";"7"
65;1972;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"agree";"agree";"agree";"disagree";"neither agree nor disagree";"agree";"agree";"disagree strongly";"disagree";"6";"good";NA;NA;"yes";"i own a car";"petrol (gas) engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"4000";20000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";1;1;0;"at least once a month";6;6;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished since 2010";3;150;"heating pump";"no";"somewhat worried";"5";"4";"4";12.3;69.2;7;"emissions have changed";NA;NA;NA
69;1949;"female";"compulsory school";NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";"pensioner, retired (ie ahv, iv)";"engaged in voluntary work";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";NA;"agree";NA;"agree";NA;"agree";"agree";NA;NA;"3";"good";"4001 to 6000 chf";NA;"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"4000";9000;"2 days per week";15;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";1;70;"heating oil";"no";"somewhat worried";"8";"8";"8";31.84;67.524;8;"no change to emissions";"no";"4";"4"
70;1973;"female";"university / eth";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 2 days per week";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";"very good";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"70000";17000;"5 days per week";100;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";80;99;4;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";4;160;"heating pump";NA;"somewhat worried";"2";"3";"5";274.98;8.341;9;"no change to emissions";"yes";"1";"4"
72;2001;"male";"compulsory school";NA;NA;NA;NA;NA;"in training (school, university, apprenticeship)";NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;"5 days";"no, i do not have the possibility to work at home";"agree";"agree";"neither agree nor disagree";"strongly agree";"agree";"neither agree nor disagree";"strongly agree";"agree";"agree";NA;"4";"very good";"under 2000 chf";"12001 to 14000 chf";"yes";"someone in my household owns a car that i can use when necessary";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";NA;12000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;1;0;"daily";65;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";4;135;NA;"yes";"very worried";"3";"completely confident 10";"5";21.23;123.712;54;"emissions have changed";NA;"7";"3"
74;1956;"male";"university / eth";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"yes, 5 days per week";"strongly agree";"agree";"neither agree nor disagree";"strongly agree";"agree";"strongly agree";"agree";"strongly agree";"agree";"disagree";"6";"good";"12001 to 14000 chf";"12001 to 14000 chf";"no";NA;NA;NA;NA;NA;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";5;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";1;58;"heating oil";"no";"extremely worried";"a great deal 10";"2";"8";13.02;187.319;34;"emissions have changed";NA;"2";"2"
75;1960;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;6;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"yes, 2 days per week";"agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"disagree";"strongly agree";"3";"fair";"4001 to 6000 chf";NA;"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"4000";12000;"5 days per week";0;"selected";NA;NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";2;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"semi-detached house / terraced house";"built / refurbished between 1980 and 2010";1;125;"electricity (ie electric radiator)";"no";"somewhat worried";"not at all 0";"2";"not at all confident 0";14.04;40.228;8;"emissions have changed";NA;"8";"8"
78;1963;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7 days";NA;"no, i do not have the possibility to work at home";"agree";NA;"agree";"agree";"agree";"neither agree nor disagree";"neither agree nor disagree";"agree";"disagree";"agree";"5";"fair";"8001 to 10000 chf";"10001 to 12000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"6000";8000;"1 day per week";50;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";150;50;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"semi-detached house / terraced house";"built / refurbished between 1980 and 2010";2;120;"heating oil";"no";"somewhat worried";"6";"7";"7";27.8;168.351;36;"emissions have changed";NA;"7";"5"
80;1967;"female";"university / eth";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"no, i do not have the possibility to work at home";"agree";"strongly agree";"neither agree nor disagree";"agree";"agree";"strongly agree";"agree";"agree";"neither agree nor disagree";"agree";"6";"good";"4001 to 6000 chf";"16001 to 18000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"2000";2000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";0;80;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";2;200;"wood or wood pellets";"yes";"very worried";"7";"6";"3";2.6;51.466;10;"emissions have changed";NA;"1";"6"
83;1967;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;"engaged in voluntary work";NA;"part time";NA;NA;NA;55;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"yes, 1 days per week";"strongly agree";"strongly agree";"neither agree nor disagree";"strongly agree";"agree";"agree";"agree";"agree";"agree";"agree";"4";"good";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"someone outside my household owns a car that i can use when necessary";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;3000;"4 days per week";200;NA;"selected";NA;NA;"selected";NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";10;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";2;80;"natural gas";"no";"extremely worried";"8";"6";"2";14.87;29.176;2;"no change to emissions";"no";"8";"8"
